,time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,cf
5239,20140807:0700,0.0,0.0,0.0,0.0,0.0,17.25,3.52,0.0,0.0
5240,20140807:0800,0.0,0.0,0.0,0.0,0.0,16.87,3.52,0.0,0.0
5241,20140807:0900,0.0,0.0,0.0,0.0,0.0,16.62,3.59,0.0,0.0
5242,20140807:1000,0.0,0.0,0.0,0.0,0.0,16.4,3.59,0.0,0.0
5243,20140807:1100,27.57,0.0,42.12,0.86,7.28,16.42,3.59,0.0,0.02757
5244,20140807:1200,140.95,77.63,99.07,4.08,17.92,17.49,3.52,0.0,0.14095
5245,20140807:1300,355.88,230.78,151.72,7.25,28.74,18.98,3.52,0.0,0.35588
5246,20140807:1400,559.82,400.27,191.9,10.25,39.4,20.33,3.31,0.0,0.5598200000000001
5247,20140807:1500,717.53,553.17,220.55,12.77,49.34,21.39,2.9,0.0,0.71753
5248,20140807:1600,815.03,664.76,239.77,14.57,57.59,22.19,2.14,0.0,0.8150299999999999
5249,20140807:1700,845.86,720.35,249.23,15.47,62.33,22.63,1.03,0.0,0.8458600000000001
5250,20140807:1800,826.89,711.73,249.84,15.39,61.65,23.1,0.48,0.0,0.82689
5251,20140807:1900,788.78,640.35,240.52,14.31,55.88,24.03,2.14,0.0,0.7887799999999999
5252,20140807:2000,670.48,515.19,221.35,12.35,47.1,24.02,2.14,0.0,0.67048
5253,20140807:2100,501.62,353.03,191.63,9.69,36.92,23.9,2.34,0.0,0.50162
5254,20140807:2200,293.73,182.19,148.75,6.58,26.19,23.75,2.69,0.0,0.29373
5255,20140807:2300,96.97,43.23,90.66,3.39,15.38,23.24,2.9,0.0,0.09697
5256,20140808:0000,14.52,0.0,27.51,0.56,4.62,22.13,3.31,0.0,0.01452
5257,20140808:0100,0.0,0.0,0.0,0.0,0.0,20.72,3.86,0.0,0.0
5258,20140808:0200,0.0,0.0,0.0,0.0,0.0,19.58,4.14,0.0,0.0
5259,20140808:0300,0.0,0.0,0.0,0.0,0.0,18.68,4.0,0.0,0.0
5260,20140808:0400,0.0,0.0,0.0,0.0,0.0,18.11,4.0,0.0,0.0
5261,20140808:0500,0.0,0.0,0.0,0.0,0.0,17.71,3.86,0.0,0.0
5262,20140808:0600,0.0,0.0,0.0,0.0,0.0,17.52,3.59,0.0,0.0
5263,20140808:0700,0.0,0.0,0.0,0.0,0.0,16.39,3.38,0.0,0.0
5264,20140808:0800,0.0,0.0,0.0,0.0,0.0,16.07,3.17,0.0,0.0
5265,20140808:0900,0.0,0.0,0.0,0.0,0.0,15.79,2.83,0.0,0.0
5266,20140808:1000,0.0,0.0,0.0,0.0,0.0,15.5,2.69,0.0,0.0
5267,20140808:1100,26.92,0.0,41.26,0.85,7.11,15.49,2.62,0.0,0.026920000000000003
5268,20140808:1200,141.61,76.98,100.18,4.06,17.75,16.87,2.34,0.0,0.14161
5269,20140808:1300,355.03,231.22,153.02,7.25,28.58,18.7,1.93,0.0,0.35502999999999996
5270,20140808:1400,552.57,401.03,194.35,10.27,39.23,20.17,1.31,0.0,0.55257
5271,20140808:1500,695.92,553.08,223.06,12.77,49.15,21.13,0.55,0.0,0.69592
5272,20140808:1600,793.77,661.45,242.2,14.52,57.36,21.88,0.69,0.0,0.79377
5273,20140808:1700,839.82,713.69,251.55,15.37,62.06,22.35,0.83,0.0,0.83982
5274,20140808:1800,838.92,703.94,251.04,15.24,61.37,22.86,1.31,0.0,0.83892
5275,20140808:1900,786.72,631.5,241.65,14.15,55.63,22.78,2.07,0.0,0.78672
5276,20140808:2000,668.85,505.41,222.41,12.17,46.88,22.94,2.41,0.0,0.6688500000000001
5277,20140808:2100,497.92,345.62,191.74,9.53,36.71,23.07,2.55,0.0,0.49792000000000003
5278,20140808:2200,289.67,176.33,148.95,6.44,25.98,22.88,2.62,0.0,0.28967000000000004
5279,20140808:2300,95.28,40.89,90.21,3.28,15.17,22.48,2.48,0.0,0.09528
5280,20140809:0000,13.18,0.0,25.79,0.53,4.4,21.76,2.21,0.0,0.013179999999999999
5281,20140809:0100,0.0,0.0,0.0,0.0,0.0,20.88,2.0,0.0,0.0
5282,20140809:0200,0.0,0.0,0.0,0.0,0.0,19.69,1.45,0.0,0.0
5283,20140809:0300,0.0,0.0,0.0,0.0,0.0,18.94,1.31,0.0,0.0
5284,20140809:0400,0.0,0.0,0.0,0.0,0.0,17.52,2.14,0.0,0.0
5285,20140809:0500,0.0,0.0,0.0,0.0,0.0,17.27,2.62,0.0,0.0
5286,20140809:0600,0.0,0.0,0.0,0.0,0.0,17.22,2.97,0.0,0.0
5287,20140809:0700,0.0,0.0,0.0,0.0,0.0,16.59,3.31,0.0,0.0
5288,20140809:0800,0.0,0.0,0.0,0.0,0.0,16.27,3.24,0.0,0.0
5289,20140809:0900,0.0,0.0,0.0,0.0,0.0,16.01,3.1,0.0,0.0
5290,20140809:1000,0.0,0.0,0.0,0.0,0.0,15.81,2.97,0.0,0.0
5291,20140809:1100,26.11,0.0,40.4,0.83,6.94,15.84,2.83,0.0,0.026109999999999998
5292,20140809:1200,140.82,75.68,100.45,4.01,17.59,17.06,2.62,0.0,0.14082
5293,20140809:1300,353.99,228.91,154.27,7.2,28.41,19.18,2.28,0.0,0.35399
5294,20140809:1400,552.21,398.74,195.68,10.22,39.05,20.94,1.72,0.0,0.5522100000000001
5295,20140809:1500,696.94,548.68,225.41,12.7,48.95,22.16,1.03,0.0,0.69694
5296,20140809:1600,792.79,657.03,244.59,14.45,57.12,22.92,0.97,0.0,0.79279
5297,20140809:1700,843.61,710.39,252.93,15.3,61.78,23.48,1.38,0.0,0.84361
5298,20140809:1800,840.69,698.38,253.4,15.16,61.09,23.9,1.86,0.0,0.84069
5299,20140809:1900,783.13,625.92,243.98,14.06,55.37,23.81,2.34,0.0,0.78313
5300,20140809:2000,662.37,500.91,223.68,12.09,46.64,23.9,2.34,0.0,0.66237
5301,20140809:2100,492.68,341.16,192.96,9.44,36.49,23.77,2.41,0.0,0.49268
5302,20140809:2200,286.34,173.85,149.19,6.37,25.77,23.48,2.34,0.0,0.28634
5303,20140809:2300,93.73,40.06,89.5,3.23,14.96,22.77,1.93,0.0,0.09373000000000001
5304,20140810:0000,12.5,0.0,24.93,0.51,4.17,21.76,1.59,0.0,0.0125
5305,20140810:0100,0.0,0.0,0.0,0.0,0.0,20.67,1.17,0.0,0.0
5306,20140810:0200,0.0,0.0,0.0,0.0,0.0,20.67,0.48,0.0,0.0
5307,20140810:0300,0.0,0.0,0.0,0.0,0.0,20.32,0.83,0.0,0.0
5308,20140810:0400,0.0,0.0,0.0,0.0,0.0,19.66,1.03,0.0,0.0
5309,20140810:0500,0.0,0.0,0.0,0.0,0.0,18.42,1.31,0.0,0.0
5310,20140810:0600,0.0,0.0,0.0,0.0,0.0,16.24,2.0,0.0,0.0
5311,20140810:0700,0.0,0.0,0.0,0.0,0.0,15.78,2.14,0.0,0.0
5312,20140810:0800,0.0,0.0,0.0,0.0,0.0,15.48,2.21,0.0,0.0
5313,20140810:0900,0.0,0.0,0.0,0.0,0.0,15.39,2.34,0.0,0.0
5314,20140810:1000,0.0,0.0,0.0,0.0,0.0,15.37,2.34,0.0,0.0
5315,20140810:1100,25.36,0.0,39.54,0.81,6.76,15.7,2.34,0.0,0.02536
5316,20140810:1200,139.34,75.04,100.69,3.97,17.42,18.53,2.0,0.0,0.13934
5317,20140810:1300,350.6,227.54,155.55,7.16,28.25,21.04,2.21,0.0,0.3506
5318,20140810:1400,552.05,397.49,197.06,10.18,38.88,22.03,2.21,0.0,0.5520499999999999
5319,20140810:1500,709.03,548.63,226.89,12.69,48.75,22.71,2.28,0.0,0.7090299999999999
5320,20140810:1600,813.07,657.08,246.1,14.43,56.88,23.36,2.48,0.0,0.8130700000000001
5321,20140810:1700,861.13,708.22,255.44,15.26,61.5,23.84,2.69,0.0,0.86113
5322,20140810:1800,853.77,696.17,255.9,15.12,60.8,24.19,2.97,0.0,0.85377
5323,20140810:1900,795.08,624.76,245.44,14.03,55.1,24.39,3.86,0.0,0.79508
5324,20140810:2000,671.68,498.54,226.09,12.05,46.4,24.14,3.93,0.0,0.6716799999999999
5325,20140810:2100,496.19,338.68,194.24,9.39,36.27,23.73,3.72,0.0,0.49619
5326,20140810:2200,285.93,171.36,149.43,6.3,25.55,23.2,3.45,0.0,0.28593
5327,20140810:2300,92.56,38.72,88.87,3.16,14.74,22.42,3.31,0.0,0.09256
5328,20140811:0000,11.2,0.0,23.21,0.48,3.94,21.51,3.31,0.0,0.0112
5329,20140811:0100,0.0,0.0,0.0,0.0,0.0,20.54,3.24,0.0,0.0
5330,20140811:0200,0.0,0.0,0.0,0.0,0.0,20.01,3.03,0.0,0.0
5331,20140811:0300,0.0,0.0,0.0,0.0,0.0,19.66,2.83,0.0,0.0
5332,20140811:0400,0.0,0.0,0.0,0.0,0.0,19.44,2.76,0.0,0.0
5333,20140811:0500,0.0,0.0,0.0,0.0,0.0,19.27,2.62,0.0,0.0
5334,20140811:0600,0.0,0.0,0.0,0.0,0.0,19.03,2.76,0.0,0.0
5335,20140811:0700,0.0,0.0,0.0,0.0,0.0,18.74,3.1,0.0,0.0
5336,20140811:0800,0.0,0.0,0.0,0.0,0.0,18.67,2.83,0.0,0.0
5337,20140811:0900,0.0,0.0,0.0,0.0,0.0,18.55,2.83,0.0,0.0
5338,20140811:1000,0.0,0.0,0.0,0.0,0.0,18.48,2.97,0.0,0.0
5339,20140811:1100,21.26,0.0,35.25,0.72,6.59,18.63,2.97,0.0,0.02126
5340,20140811:1200,123.72,43.69,109.47,3.28,17.25,19.47,2.69,0.0,0.12372
5341,20140811:1300,291.66,152.33,165.78,5.95,28.08,20.57,2.76,0.0,0.29166000000000003
5342,20140811:1400,449.17,230.89,247.42,8.36,38.7,21.38,2.9,0.0,0.44917
5343,20140811:1500,655.65,446.98,258.86,11.63,48.55,22.46,3.1,0.0,0.65565
5344,20140811:1600,719.74,454.53,327.62,12.76,56.64,23.17,3.38,0.0,0.71974
5345,20140811:1700,856.04,689.12,253.98,14.91,61.22,23.68,3.66,0.0,0.8560399999999999
5346,20140811:1800,766.99,492.32,344.14,13.55,60.5,23.96,4.0,0.0,0.7669900000000001
5347,20140811:1900,665.76,378.38,334.85,11.84,54.83,24.51,5.52,0.0,0.66576
5348,20140811:2000,536.78,272.79,299.06,9.81,46.16,24.47,5.52,0.0,0.5367799999999999
5349,20140811:2100,294.06,77.51,241.21,5.91,36.04,23.9,5.17,0.0,0.29406
5350,20140811:2200,193.32,58.32,160.68,4.25,25.33,23.3,4.83,0.0,0.19332
5351,20140811:2300,40.22,0.0,57.41,1.11,14.51,22.71,4.28,0.0,0.04022
5352,20140812:0000,1.36,0.0,8.6,0.18,3.7,22.19,3.93,0.0,0.00136
5353,20140812:0100,0.0,0.0,0.0,0.0,0.0,21.87,3.66,0.0,0.0
5354,20140812:0200,0.0,0.0,0.0,0.0,0.0,21.38,4.55,0.0,0.0
5355,20140812:0300,0.0,0.0,0.0,0.0,0.0,20.45,4.97,0.0,0.0
5356,20140812:0400,0.0,0.0,0.0,0.0,0.0,19.53,4.9,0.0,0.0
5357,20140812:0500,0.0,0.0,0.0,0.0,0.0,19.21,5.86,0.0,0.0
5358,20140812:0600,0.0,0.0,0.0,0.0,0.0,18.9,6.55,0.0,0.0
5359,20140812:0700,0.0,0.0,0.0,0.0,0.0,18.68,6.83,0.0,0.0
5360,20140812:0800,0.0,0.0,0.0,0.0,0.0,18.47,6.76,0.0,0.0
5361,20140812:0900,0.0,0.0,0.0,0.0,0.0,18.52,6.48,0.0,0.0
5362,20140812:1000,0.0,0.0,0.0,0.0,0.0,18.75,6.34,0.0,0.0
5363,20140812:1100,20.51,0.0,34.39,0.71,6.41,19.01,7.03,0.0,0.02051
5364,20140812:1200,8.24,0.0,19.14,0.37,17.09,19.5,7.03,0.0,0.00824
5365,20140812:1300,115.23,1.88,132.21,2.59,27.91,19.79,7.03,0.0,0.11523
5366,20140812:1400,546.73,373.1,193.8,9.65,38.52,20.34,7.1,0.0,0.54673
5367,20140812:1500,712.54,517.9,224.3,12.09,48.35,20.92,7.17,0.0,0.71254
5368,20140812:1600,823.62,624.69,243.42,13.82,56.4,22.04,7.45,0.0,0.82362
5369,20140812:1700,198.57,11.34,208.49,4.2,60.93,22.83,6.76,0.0,0.19857
5370,20140812:1800,559.57,182.0,411.66,10.39,60.21,23.09,6.0,0.0,0.55957
5371,20140812:1900,518.08,175.94,377.91,9.72,54.56,24.03,4.97,0.0,0.5180800000000001
5372,20140812:2000,253.65,22.64,255.24,5.28,45.91,23.92,4.69,0.0,0.25365
5373,20140812:2100,55.28,0.0,73.81,1.43,35.81,22.88,3.59,0.0,0.05528
5374,20140812:2200,3.19,0.0,11.85,0.23,25.1,23.01,3.79,0.0,0.00319
5375,20140812:2300,85.61,32.85,85.49,2.86,14.28,22.42,3.93,0.0,0.08561
5376,20140813:0000,0.0,0.0,0.0,0.0,0.0,21.34,3.52,0.0,0.0
5377,20140813:0100,0.0,0.0,0.0,0.0,0.0,20.19,3.66,0.0,0.0
5378,20140813:0200,0.0,0.0,0.0,0.0,0.0,19.39,3.52,0.0,0.0
5379,20140813:0300,0.0,0.0,0.0,0.0,0.0,19.16,2.97,0.0,0.0
5380,20140813:0400,0.0,0.0,0.0,0.0,0.0,19.02,2.76,0.0,0.0
5381,20140813:0500,0.0,0.0,0.0,0.0,0.0,18.94,2.76,0.0,0.0
5382,20140813:0600,0.0,0.0,0.0,0.0,0.0,18.68,3.45,0.0,0.0
5383,20140813:0700,0.0,0.0,0.0,0.0,0.0,18.04,5.03,0.0,0.0
5384,20140813:0800,0.0,0.0,0.0,0.0,0.0,17.36,4.9,0.0,0.0
5385,20140813:0900,0.0,0.0,0.0,0.0,0.0,16.9,5.03,0.0,0.0
5386,20140813:1000,0.0,0.0,0.0,0.0,0.0,16.64,4.69,0.0,0.0
5387,20140813:1100,5.76,0.0,15.47,0.32,6.24,16.46,4.55,0.0,0.0057599999999999995
5388,20140813:1200,41.54,0.0,57.41,1.11,16.92,16.58,5.45,0.0,0.04154
5389,20140813:1300,351.74,216.81,154.37,6.85,27.74,17.28,6.9,0.0,0.35174
5390,20140813:1400,564.6,382.29,197.67,9.83,38.34,18.25,7.03,0.0,0.5646
5391,20140813:1500,509.5,188.4,338.04,9.17,48.14,19.02,7.1,0.0,0.5095
5392,20140813:1600,644.6,288.67,380.46,11.27,56.15,19.58,7.1,0.0,0.6446000000000001
5393,20140813:1700,673.16,293.46,407.89,11.8,60.64,19.9,7.1,0.0,0.67316
5394,20140813:1800,893.79,681.71,258.8,14.82,59.9,20.46,7.45,0.0,0.89379
5395,20140813:1900,817.84,610.21,249.36,13.74,54.28,21.03,7.03,0.0,0.81784
5396,20140813:2000,339.02,60.62,296.64,6.62,45.66,20.65,7.66,0.0,0.33902
5397,20140813:2100,254.38,36.58,235.34,5.13,35.57,19.73,7.79,0.0,0.25438
5398,20140813:2200,103.93,0.0,122.11,2.36,24.87,18.8,7.93,0.0,0.10393000000000001
5399,20140813:2300,71.86,15.2,80.06,2.1,14.05,17.81,8.0,0.0,0.07186
5400,20140814:0000,0.0,0.0,0.0,0.0,0.0,16.79,7.24,0.0,0.0
5401,20140814:0100,0.0,0.0,0.0,0.0,0.0,15.84,6.14,0.0,0.0
5402,20140814:0200,0.0,0.0,0.0,0.0,0.0,15.34,5.17,0.0,0.0
5403,20140814:0300,0.0,0.0,0.0,0.0,0.0,15.03,4.62,0.0,0.0
5404,20140814:0400,0.0,0.0,0.0,0.0,0.0,14.82,4.41,0.0,0.0
5405,20140814:0500,0.0,0.0,0.0,0.0,0.0,14.58,4.48,0.0,0.0
5406,20140814:0600,0.0,0.0,0.0,0.0,0.0,14.19,4.55,0.0,0.0
5407,20140814:0700,0.0,0.0,0.0,0.0,0.0,14.69,4.14,0.0,0.0
5408,20140814:0800,0.0,0.0,0.0,0.0,0.0,14.35,4.41,0.0,0.0
5409,20140814:0900,0.0,0.0,0.0,0.0,0.0,14.07,4.69,0.0,0.0
5410,20140814:1000,0.0,0.0,0.0,0.0,0.0,13.66,4.69,0.0,0.0
5411,20140814:1100,21.89,0.0,35.25,0.72,6.06,13.32,5.17,0.0,0.02189
5412,20140814:1200,140.41,71.82,99.94,3.78,16.75,13.59,6.21,0.0,0.14041
5413,20140814:1300,365.22,223.03,156.89,6.97,27.57,14.19,6.41,0.0,0.36522000000000004
5414,20140814:1400,416.54,162.55,261.43,7.5,38.15,14.61,6.48,0.0,0.41654
5415,20140814:1500,574.72,255.56,326.4,9.9,47.93,15.05,7.1,0.0,0.57472
5416,20140814:1600,562.14,183.35,389.74,9.99,55.89,15.7,6.83,0.0,0.56214
5417,20140814:1700,357.1,36.53,331.8,6.92,60.34,15.78,7.03,0.0,0.35710000000000003
5418,20140814:1800,293.54,20.49,285.22,5.8,59.6,15.49,6.55,0.0,0.29354
5419,20140814:1900,87.87,0.0,104.79,2.03,53.99,15.99,6.21,0.0,0.08787
5420,20140814:2000,119.25,0.0,135.77,2.63,45.4,15.63,6.14,0.0,0.11925
5421,20140814:2100,150.45,3.06,163.29,3.21,35.33,15.61,6.21,0.0,0.15045
5422,20140814:2200,80.9,0.0,97.5,1.89,24.63,15.23,6.07,0.0,0.0809
5423,20140814:2300,56.77,0.0,72.9,1.41,13.81,14.84,5.52,0.0,0.05677
5424,20140815:0000,0.0,0.0,0.0,0.0,0.0,14.52,5.24,0.0,0.0
5425,20140815:0100,0.0,0.0,0.0,0.0,0.0,14.18,5.03,0.0,0.0
5426,20140815:0200,0.0,0.0,0.0,0.0,0.0,13.61,4.55,0.0,0.0
5427,20140815:0300,0.0,0.0,0.0,0.0,0.0,13.24,4.55,0.0,0.0
5428,20140815:0400,0.0,0.0,0.0,0.0,0.0,13.13,4.83,0.0,0.0
5429,20140815:0500,0.0,0.0,0.0,0.0,0.0,13.09,4.97,0.0,0.0
5430,20140815:0600,0.0,0.0,0.0,0.0,0.0,13.11,4.83,0.0,0.0
5431,20140815:0700,0.0,0.0,0.0,0.0,0.0,13.04,4.62,0.0,0.0
5432,20140815:0800,0.0,0.0,0.0,0.0,0.0,13.12,4.48,0.0,0.0
5433,20140815:0900,0.0,0.0,0.0,0.0,0.0,13.23,4.62,0.0,0.0
5434,20140815:1000,0.0,0.0,0.0,0.0,0.0,13.27,4.83,0.0,0.0
5435,20140815:1100,0.2,0.0,6.02,0.12,5.88,13.36,5.17,0.0,0.0002
5436,20140815:1200,49.11,0.0,64.7,1.25,16.58,13.76,5.31,0.0,0.04911
5437,20140815:1300,187.23,30.71,171.38,3.85,27.4,14.4,5.66,0.0,0.18722999999999998
5438,20140815:1400,461.76,225.97,246.38,8.17,37.97,15.8,5.66,0.0,0.46176
5439,20140815:1500,449.03,129.99,334.19,8.26,47.72,17.38,5.38,0.0,0.44903
5440,20140815:1600,560.77,195.4,388.46,10.11,55.64,18.99,5.52,0.0,0.56077
5441,20140815:1700,556.61,172.97,411.19,10.22,60.04,19.92,5.03,0.0,0.55661
5442,20140815:1800,530.14,154.21,404.18,9.85,59.29,20.55,4.83,0.0,0.53014
5443,20140815:1900,522.37,179.01,373.16,9.63,53.7,21.61,4.83,0.0,0.52237
5444,20140815:2000,438.47,138.61,324.64,8.24,45.13,21.77,5.17,0.0,0.43847
5445,20140815:2100,298.36,83.1,236.55,5.88,35.08,21.64,5.31,0.0,0.29836
5446,20140815:2200,276.17,158.67,147.75,5.89,24.39,21.32,5.31,0.0,0.27617
5447,20140815:2300,84.13,32.3,83.83,2.79,13.57,20.55,4.83,0.0,0.08413
5448,20140816:0000,0.0,0.0,0.0,0.0,0.0,19.33,4.28,0.0,0.0
5449,20140816:0100,0.0,0.0,0.0,0.0,0.0,18.0,3.79,0.0,0.0
5450,20140816:0200,0.0,0.0,0.0,0.0,0.0,17.03,4.07,0.0,0.0
5451,20140816:0300,0.0,0.0,0.0,0.0,0.0,16.36,4.55,0.0,0.0
5452,20140816:0400,0.0,0.0,0.0,0.0,0.0,15.87,4.69,0.0,0.0
5453,20140816:0500,0.0,0.0,0.0,0.0,0.0,15.57,4.62,0.0,0.0
5454,20140816:0600,0.0,0.0,0.0,0.0,0.0,15.44,4.48,0.0,0.0
5455,20140816:0700,0.0,0.0,0.0,0.0,0.0,15.17,4.41,0.0,0.0
5456,20140816:0800,0.0,0.0,0.0,0.0,0.0,15.17,4.34,0.0,0.0
5457,20140816:0900,0.0,0.0,0.0,0.0,0.0,15.02,4.28,0.0,0.0
5458,20140816:1000,0.0,0.0,0.0,0.0,0.0,14.85,4.34,0.0,0.0
5459,20140816:1100,18.74,0.0,31.81,0.65,5.7,14.85,4.41,0.0,0.01874
5460,20140816:1200,134.52,69.12,97.81,3.62,16.4,15.51,4.34,0.0,0.13452
5461,20140816:1300,254.02,94.7,177.29,5.05,27.23,16.63,4.34,0.0,0.25402
5462,20140816:1400,318.35,76.78,257.88,6.12,37.78,18.11,4.83,0.0,0.31835
5463,20140816:1500,572.81,276.71,320.16,10.04,47.5,19.62,5.45,0.0,0.5728099999999999
5464,20140816:1600,393.91,65.0,349.96,7.64,55.38,20.87,6.21,0.0,0.39391000000000004
5465,20140816:1700,81.14,0.0,100.24,1.94,59.74,21.4,6.62,0.0,0.08114
5466,20140816:1800,153.21,5.73,167.06,3.32,58.97,20.96,6.55,0.0,0.15321
5467,20140816:1900,18.28,0.0,31.89,0.62,53.41,20.05,7.24,0.0,0.01828
5468,20140816:2000,169.58,5.48,182.6,3.62,44.86,19.79,7.52,0.0,0.16958
5469,20140816:2100,131.72,0.0,150.35,2.91,34.83,19.46,7.17,0.0,0.13172
5470,20140816:2200,14.61,0.0,27.34,0.53,24.15,19.25,6.69,0.0,0.01461
5471,20140816:2300,59.16,2.13,75.38,1.54,13.32,19.06,6.07,0.0,0.05916
5472,20140817:0000,0.0,0.0,0.0,0.0,0.0,18.87,5.31,0.0,0.0
5473,20140817:0100,0.0,0.0,0.0,0.0,0.0,18.48,4.48,0.0,0.0
5474,20140817:0200,0.0,0.0,0.0,0.0,0.0,18.28,3.93,0.0,0.0
5475,20140817:0300,0.0,0.0,0.0,0.0,0.0,17.92,3.93,0.0,0.0
5476,20140817:0400,0.0,0.0,0.0,0.0,0.0,17.33,4.34,0.0,0.0
5477,20140817:0500,0.0,0.0,0.0,0.0,0.0,16.72,4.21,0.0,0.0
5478,20140817:0600,0.0,0.0,0.0,0.0,0.0,16.23,3.72,0.0,0.0
5479,20140817:0700,0.0,0.0,0.0,0.0,0.0,15.77,4.21,0.0,0.0
5480,20140817:0800,0.0,0.0,0.0,0.0,0.0,15.46,3.79,0.0,0.0
5481,20140817:0900,0.0,0.0,0.0,0.0,0.0,15.2,3.45,0.0,0.0
5482,20140817:1000,0.0,0.0,0.0,0.0,0.0,14.92,3.17,0.0,0.0
5483,20140817:1100,18.0,0.0,30.95,0.64,5.52,14.77,2.97,0.0,0.018
5484,20140817:1200,133.03,68.47,97.16,3.56,16.23,15.45,2.76,0.0,0.13303
5485,20140817:1300,350.35,217.03,154.9,6.72,27.05,16.55,3.72,0.0,0.35035000000000005
5486,20140817:1400,558.38,382.72,199.45,9.7,37.6,17.56,3.45,0.0,0.55838
5487,20140817:1500,713.6,532.29,231.48,12.21,47.29,18.84,2.41,0.0,0.7136
5488,20140817:1600,408.38,78.99,359.11,7.99,55.12,20.07,1.52,0.0,0.40838
5489,20140817:1700,205.13,11.54,216.77,4.36,59.43,20.79,0.41,0.0,0.20513
5490,20140817:1800,475.1,124.26,394.25,9.25,58.65,20.98,0.55,0.0,0.4751
5491,20140817:1900,566.66,256.39,363.64,10.48,53.11,21.51,0.97,0.0,0.5666599999999999
5492,20140817:2000,286.42,39.62,273.55,5.86,44.59,21.99,1.1,0.0,0.28642
5493,20140817:2100,184.06,14.51,192.42,3.95,34.57,22.15,1.59,0.0,0.18406
5494,20140817:2200,268.28,155.27,147.3,5.77,23.9,22.1,2.07,0.0,0.26827999999999996
5495,20140817:2300,79.64,29.97,81.56,2.65,13.07,21.57,2.41,0.0,0.07964
5496,20140818:0000,0.0,0.0,0.0,0.0,0.0,20.44,3.24,0.0,0.0
5497,20140818:0100,0.0,0.0,0.0,0.0,0.0,19.03,4.0,0.0,0.0
5498,20140818:0200,0.0,0.0,0.0,0.0,0.0,17.84,4.41,0.0,0.0
5499,20140818:0300,0.0,0.0,0.0,0.0,0.0,17.01,4.34,0.0,0.0
5500,20140818:0400,0.0,0.0,0.0,0.0,0.0,16.5,4.07,0.0,0.0
5501,20140818:0500,0.0,0.0,0.0,0.0,0.0,16.1,3.66,0.0,0.0
5502,20140818:0600,0.0,0.0,0.0,0.0,0.0,15.82,3.38,0.0,0.0
5503,20140818:0700,0.0,0.0,0.0,0.0,0.0,15.21,3.24,0.0,0.0
5504,20140818:0800,0.0,0.0,0.0,0.0,0.0,14.96,3.38,0.0,0.0
5505,20140818:0900,0.0,0.0,0.0,0.0,0.0,14.78,3.31,0.0,0.0
5506,20140818:1000,0.0,0.0,0.0,0.0,0.0,14.58,3.31,0.0,0.0
5507,20140818:1100,17.3,0.0,30.09,0.62,5.34,14.52,3.1,0.0,0.0173
5508,20140818:1200,80.16,8.84,90.12,1.96,16.06,15.13,3.17,0.0,0.08016
5509,20140818:1300,305.4,171.55,153.27,5.88,26.88,15.89,3.38,0.0,0.3054
5510,20140818:1400,490.65,288.85,221.04,8.59,37.41,16.28,2.76,0.0,0.49065
5511,20140818:1500,727.39,542.52,232.48,12.33,47.07,16.58,2.0,0.0,0.72739
5512,20140818:1600,825.78,651.66,252.92,14.1,54.86,17.11,1.45,0.0,0.82578
5513,20140818:1700,866.03,704.12,262.37,14.94,59.12,17.57,1.1,0.0,0.86603
5514,20140818:1800,850.15,691.75,261.74,14.79,58.33,18.38,0.97,0.0,0.85015
5515,20140818:1900,797.93,617.27,251.08,13.66,52.8,19.21,2.21,0.0,0.7979299999999999
5516,20140818:2000,669.68,488.62,230.4,11.65,44.31,19.42,2.07,0.0,0.6696799999999999
5517,20140818:2100,490.96,326.02,196.02,8.93,34.31,19.46,2.28,0.0,0.49095999999999995
5518,20140818:2200,275.04,158.1,147.69,5.8,23.64,19.25,2.21,0.0,0.27504
5519,20140818:2300,79.97,30.67,80.58,2.65,12.81,18.87,2.07,0.0,0.07997
5520,20140819:0000,0.0,0.0,0.0,0.0,0.0,18.23,2.07,0.0,0.0
5521,20140819:0100,0.0,0.0,0.0,0.0,0.0,17.4,2.0,0.0,0.0
5522,20140819:0200,0.0,0.0,0.0,0.0,0.0,16.65,1.72,0.0,0.0
5523,20140819:0300,0.0,0.0,0.0,0.0,0.0,15.6,1.79,0.0,0.0
5524,20140819:0400,0.0,0.0,0.0,0.0,0.0,15.0,2.07,0.0,0.0
5525,20140819:0500,0.0,0.0,0.0,0.0,0.0,14.48,2.14,0.0,0.0
5526,20140819:0600,0.0,0.0,0.0,0.0,0.0,14.3,1.93,0.0,0.0
5527,20140819:0700,0.0,0.0,0.0,0.0,0.0,13.45,2.14,0.0,0.0
5528,20140819:0800,0.0,0.0,0.0,0.0,0.0,13.06,2.28,0.0,0.0
5529,20140819:0900,0.0,0.0,0.0,0.0,0.0,12.79,2.34,0.0,0.0
5530,20140819:1000,0.0,0.0,0.0,0.0,0.0,12.77,2.62,0.0,0.0
5531,20140819:1100,16.69,0.0,29.23,0.6,5.15,13.29,2.9,0.0,0.01669
5532,20140819:1200,133.41,70.88,95.79,3.55,15.88,15.63,2.62,0.0,0.13341
5533,20140819:1300,351.82,221.21,154.9,6.72,26.7,17.42,3.03,0.0,0.35181999999999997
5534,20140819:1400,560.28,389.03,198.62,9.7,37.21,18.43,3.24,0.0,0.56028
